,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
RGI60-08.02785,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,679848.4,679259.4,676361.94,673551.44,671843.06,671516.56,669419.06,665459.7,665957.6,665092.0,666906.6,663277.6,661960.5,661268.8
RGI60-08.02786,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136908.2,136439.47,135384.64,134075.11,133443.56,133400.33,132626.56,131025.15,159601.72,131141.28,207122.52,130582.73,130276.89,130358.25
RGI60-08.02787,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1155251.1,1154091.9,1150114.2,1145978.2,1143448.5,1142855.8,1140057.0,1135005.2,1135757.4,1134249.8,1141118.2,1131814.2,1129975.5,1129066.9
RGI60-08.02791,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184098.28,183992.72,182689.16,181363.23,180605.86,180437.03,179567.78,177944.66,190398.52,177780.34,218705.92,177126.5,176685.83,176626.83
RGI60-08.02792,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86655.57,86260.71,82697.586,79770.74,78957.09,78990.66,77478.25,74323.195,78735.93,74677.68,104669.0,74341.58,73844.85,73767.57
RGI60-08.02797,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561336.94,561174.4,559146.06,556996.1,555779.25,555457.75,554137.6,551791.8,558971.1,551351.56,584516.0,549573.94,548824.5,548518.06
RGI60-08.02798,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1927552.6,1926626.6,1922906.5,1919005.5,1916793.2,1916400.5,1913860.0,1909046.4,1909876.0,1908537.1,1915990.2,1906042.5,1904413.2,1903674.5
RGI60-08.03276,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,87295.6,85832.08,82801.03,82299.62,82211.055,84565.69,82139.78,81458.89,95184.02,85967.516,263736.78,82083.086,82053.195,82386.38
RGI60-08.03283,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,54699.883,54283.977,52641.4,52095.332,51959.25,51144.117,49609.938,47123.312,46707.652,45694.688,44190.395,43899.105,42595.6,42399.3,39176.86,37821.973,37347.97
RGI60-08.03309,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,141355.73,139659.16,133298.5,128858.42,127729.41,127655.58,126760.68,124966.07,151540.12,124878.9,196789.72,124017.47,123491.805,123272.766
RGI60-08.03316,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604573.56,604612.7,602553.4,600544.3,599544.3,599496.06,598189.25,595519.1,595955.7,595332.7,604858.75,594089.8,593279.1,592902.7
RGI60-08.03317,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248460.94,247980.67,246590.19,246055.86,245847.7,245233.39,244276.2,243092.58,242613.22,241589.61,240194.05,239829.6,238725.05,238515.94,236606.56,235612.44,234931.52
RGI60-08.03322,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,205579.62,205030.31,203584.62,203020.66,202803.6,202161.11,201052.39,199740.55,199172.19,198010.83,196496.58,196038.95,194775.1,194431.02,192379.98,191263.16,190525.23
RGI60-08.03332,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,135024.2,134598.02,133839.56,133083.34,132986.11,133447.0,133119.1,132126.34,160973.53,133503.89,273968.47,133084.69,133105.39,133334.67
RGI60-08.03348,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,424860.34,423555.88,416475.97,415689.28,415280.53,414138.2,411633.62,408450.38,407406.4,404205.53,401819.34,401637.97,399144.8,399782.1,394548.56,391419.53,390027.06
RGI60-08.03374,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,141920.22,140857.56,138375.67,137278.66,136368.62,134853.5,131982.12,129743.65,128941.15,127188.61,124970.02,124158.766,121178.55,120613.875,118000.14,116363.3,115420.09
RGI60-08.03388,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,76586.13,76582.195,71513.6,69636.69,69316.6,69312.83,68514.51,67106.3,167325.75,72616.766,105005.57,66279.06,65945.99,108126.0
