,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
RGI60-08.00833,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,93000.0,96569.125,112666.41,93228.75,92436.67,103123.35,121391.74,95988.32,92384.266,188696.27,121098.95,132938.83,92075.28,92068.586,162498.1
RGI60-08.00834,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,99618.74,99415.26,98513.53,96200.086,96073.36,96080.68,94769.44,93410.586,241924.47,93644.47,93136.45,89373.58,88097.1,147316.61
RGI60-08.00835,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8764000.0,8761337.0,8759025.0,8754852.0,8745202.0,8743016.0,8742046.0,8735877.0,8729893.0,8735150.0,8729092.0,8726191.0,8713257.0,8707610.0,8707730.0
RGI60-08.00837,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593000.0,1593972.8,1593092.1,1590780.4,1588515.4,1586132.4,1587053.4,1585338.8,1583026.5,1591388.6,1582501.1,1582032.1,1577399.4,1575789.9,1576154.9
RGI60-08.00838,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2013000.0,2008022.0,2005374.4,1993435.1,1992395.1,1990231.8,1988286.4,1979914.9,1975744.4,1976525.6,1972267.6,1969420.2,1973410.0,1968570.6,1966604.0,1955567.1,1949128.2,1945528.9
RGI60-08.00839,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,121953.055,121864.75,121306.25,121186.48,121078.68,120850.086,120535.25,120282.61,120202.53,119932.07,119574.055,120564.07,119378.016,119400.93,118745.86,118523.87,118509.31
RGI60-08.00840,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,144000.0,142893.88,141699.05,137588.19,136664.14,135720.56,134349.86,132205.08,129787.945,129347.38,128190.125,126867.28,126854.95,125501.06,124968.84,122123.35,120245.61,119542.25
RGI60-08.00841,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,295000.0,292088.3,289681.94,284295.12,282994.44,282128.88,281118.5,278392.47,275671.66,275572.7,274415.4,273380.12,275628.78,272234.97,272104.56,269431.9,267969.6,267654.56
RGI60-08.00842,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,913000.0,911812.9,911037.56,905529.4,904761.8,903575.75,902667.9,899480.4,897891.9,898267.7,896118.94,894393.75,896000.44,893000.3,892903.0,886372.5,882932.94,881658.75
RGI60-08.00843,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,506000.0,505764.28,505610.97,504043.97,503835.03,503621.84,503069.7,501944.1,501504.0,501497.25,500779.38,500081.28,512397.25,500219.47,500165.47,498327.78,497864.06,498632.47
RGI60-08.00844,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,354000.0,352890.1,351928.72,348338.16,347371.66,346192.66,345076.22,342751.34,341110.7,340824.3,338939.6,337258.47,337510.03,335148.5,334438.28,330148.53,327779.38,326776.47
RGI60-08.00845,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,658000.0,653712.3,652511.3,641824.7,641137.4,639806.75,638712.6,632352.44,630789.8,631732.8,629279.06,626102.7,634151.4,626267.3,627001.0,621986.25,619430.3,618824.1
RGI60-08.00846,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433000.0,433332.4,433082.94,432867.6,431853.16,431547.12,431725.03,430956.03,430371.72,448609.03,429785.84,429693.88,428183.84,427767.2,435322.12
RGI60-08.00847,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,99165.59,109969.484,98266.3,112419.016,111427.97,114027.85,98496.305,103706.125,127947.39,105334.086,106193.3,162074.52,116653.42,113841.47,99737.48,99569.17,104127.82
RGI60-08.00848,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,152855.22,203655.08,105675.72,196590.98,225635.45,243047.77,147654.95,152064.95,263062.38,199414.77,197512.08,336031.97,231664.6,293273.84,156571.11,128466.664,259664.95
RGI60-08.00849,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,547000.0,546445.0,546405.6,543352.94,543434.9,543165.56,543045.7,540764.25,540281.25,540934.2,539494.56,538776.75,540566.7,538786.3,538368.8,534275.0,532199.3,531543.8
RGI60-08.00850,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,631000.0,629582.4,628689.6,622095.5,621039.6,619425.5,617556.2,611848.4,610013.94,610591.8,608159.0,606076.25,607776.0,603810.5,603455.8,593568.6,589299.7,588120.9
RGI60-08.00851,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258154.47,257703.34,256813.84,256342.4,255924.39,255254.08,254510.14,253730.5,253354.67,252613.02,251669.38,251479.31,250716.83,250492.66,249141.89,248488.77,248081.78
RGI60-08.00852,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,428000.0,427297.97,426593.94,424915.97,424175.12,423453.03,422448.22,421324.9,420181.25,419566.28,418459.88,417095.12,416736.7,415613.56,415101.5,413246.75,412234.75,411532.94
RGI60-08.00853,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,115000.0,114872.234,114959.016,113889.03,113947.12,113910.555,113867.66,113324.0,113076.41,123316.58,112990.77,112767.13,166489.78,112920.984,134280.89,111966.12,111354.95,111362.234
RGI60-08.00854,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,675000.0,673500.2,671854.44,666190.5,664119.75,662002.8,659147.9,654791.56,649770.0,648847.25,646111.75,642981.75,643083.1,639901.8,638919.5,632509.44,629206.3,627800.2
RGI60-08.00855,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,754000.0,753367.44,752830.0,749157.4,748400.94,747525.1,746362.44,743951.4,742881.8,742757.8,741035.2,739383.3,783569.2,738682.25,738422.2,734170.1,732598.7,733651.56
RGI60-08.00856,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,178126.02,177257.66,175378.2,174532.67,173623.88,172739.28,171533.94,170390.42,169865.23,168690.16,167462.53,167193.0,165916.02,165338.2,120404.1,119515.305,69633.01
RGI60-08.00857,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181000.0,181026.38,181408.55,180246.66,180609.88,180782.6,181078.27,180262.14,180447.28,183960.5,180691.98,180751.42,207612.84,181680.98,181923.3,180340.55,179656.95,179643.34
RGI60-08.00858,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108474.086,108335.555,107568.99,107232.37,107049.67,106870.43,106418.19,106100.26,105816.8,105612.29,105194.09,107594.84,104623.38,104543.84,103854.15,103595.47,103715.6
RGI60-08.00859,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,104000.0,102070.35,99936.71,95373.09,94288.555,93053.734,91380.54,89406.77,87996.586,87571.77,85024.81,84213.39,84302.82,83112.71,82880.9,81072.38,79984.21,79481.83
RGI60-08.00860,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4482000.0,4473903.5,4465600.0,4440790.0,4435322.0,4427842.5,4417163.5,4406075.0,4397053.0,4395510.0,4384588.5,4378841.5,4381948.5,4372649.0,4371316.0,4352479.5,4341758.0,4337175.0
RGI60-08.00861,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800776.5,800075.25,797203.8,796603.75,795856.75,795097.9,793105.0,791867.75,792004.75,790555.75,789143.94,789815.75,788012.06,788371.3,784245.06,782201.94,781854.06
RGI60-08.00862,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109167.8,123536.555,105908.48,117404.67,111743.586,117849.46,104552.21,105872.47,139401.08,105875.35,105632.48,186776.95,126843.94,129048.54,103635.12,101442.35,101512.305
RGI60-08.00863,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,234000.0,235549.8,235735.23,235142.2,233477.9,234656.66,284719.7,233756.06,233635.48,409336.06,240276.53,257168.36,232794.52,232987.88,366655.44
RGI60-08.00864,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1642000.0,1638495.1,1635569.6,1625709.6,1622828.5,1619038.2,1615432.8,1608087.2,1602496.2,1600736.5,1592766.1,1588315.2,1589858.2,1584048.9,1581617.4,1570071.5,1563218.9,1559687.2
RGI60-08.00865,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,277624.1,278038.84,277672.75,274772.12,276349.44,309658.2,276036.38,274839.25,415043.06,277084.16,277668.3,272929.1,273369.66,366450.44
RGI60-08.00866,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,233000.0,230233.25,227725.62,223541.95,220765.38,219509.6,217903.77,216138.48,214059.47,212868.75,210634.33,207322.86,205462.66,203955.23,203277.67,200709.05,199168.06,197956.45
RGI60-08.00867,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,363000.0,362801.56,362598.03,362197.84,361322.0,361055.25,361049.1,360511.88,360013.3,373815.12,359970.34,359786.9,358453.84,358049.62,358851.88
RGI60-08.00868,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,151116.23,151525.08,150030.36,150735.89,150871.27,150787.39,149148.17,149535.3,164573.75,149341.33,149266.38,187414.48,149525.6,159710.19,148850.69,148587.1,170122.38
RGI60-08.00869,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,551000.0,549628.75,548564.3,544565.3,543547.3,542226.7,541126.06,538401.0,536662.2,536454.94,534285.25,532569.6,533204.3,530547.94,529600.06,524656.44,521809.75,520376.53
RGI60-08.00870,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,289000.0,293174.62,299458.5,289866.34,298143.66,301544.88,297212.75,290525.0,294775.84,314838.3,296084.2,294428.12,435782.0,307446.66,307841.6,292390.0,293534.34,435903.53
RGI60-08.00871,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,494000.0,493277.7,492688.3,491082.7,490568.56,489982.5,489149.9,487851.47,487032.34,486718.8,485739.28,484707.84,484761.06,483726.16,483177.0,481411.2,480601.56,480491.9
RGI60-08.00872,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4906000.0,4902204.0,4899204.5,4886213.0,4883470.5,4880067.5,4876804.0,4869546.0,4864432.0,4864275.0,4858790.0,4853242.5,4854825.5,4847339.0,4847345.5,4832254.5,4823991.5,4820884.5
RGI60-08.00873,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3198000.2,3194943.2,3183089.0,3180390.8,3176846.8,3173944.8,3166357.5,3161673.0,3161475.5,3155604.5,3150871.0,3153396.8,3146174.8,3144273.8,3130043.8,3122014.8,3118260.8
RGI60-08.00874,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,987000.0,982717.06,978922.56,972634.56,967714.44,964475.9,963154.2,958765.94,954046.1,954426.8,947836.8,946118.6,939225.94,935707.06,934621.9
RGI60-08.00875,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5343000.0,5338738.5,5335638.0,5323071.0,5320646.0,5317361.0,5314505.5,5305937.0,5300753.0,5300918.5,5294482.5,5289488.0,5291914.5,5283502.5,5281551.5,5265800.5,5256696.5,5252707.0
RGI60-08.00876,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5068000.0,5065124.5,5063072.5,5051314.0,5049541.5,5047090.0,5044963.0,5038291.5,5034263.5,5035053.0,5030295.0,5026076.5,5028936.0,5022238.5,5022619.5,5008452.5,5000889.5,4998412.5
RGI60-08.00951,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,87000.0,86701.17,86534.0,85620.19,85491.78,85305.41,85154.0,84472.99,84097.94,84165.58,83716.45,83420.18,91496.375,83216.57,83213.97,82044.13,81385.2,81206.83
RGI60-08.00958,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2921000.0,2914918.2,2907542.0,2893743.2,2890372.8,2885193.0,2880521.0,2873217.2,2868591.0,2869116.2,2863412.0,2858538.8,2861217.8,2852207.0,2847849.2,2835055.8,2827920.0,2825177.0
RGI60-08.00962,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,399000.0,398460.62,398240.4,396332.7,396218.22,395981.78,395820.47,394415.97,393775.88,394089.66,393254.94,392785.9,403727.12,392673.6,392883.66,390415.44,389080.25,388865.3
RGI60-08.00965,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,40382.31,39486.605,36102.7,35475.89,34713.805,33973.086,31480.738,30672.148,30552.049,29582.68,28635.727,33184.914,26981.518,26524.098,24955.156,23712.957,22430.88
RGI60-08.00967,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2822000.0,2820185.5,2816836.5,2806378.8,2803329.2,2800863.8,2797376.0,2791111.5,2784649.0,2782941.0,2777208.0,2770239.5,2768865.2,2761450.8,2761505.5,2748446.0,2741079.5,2737926.8
RGI60-08.00968,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,304000.0,300976.53,297926.62,290710.97,288655.44,286199.3,282858.38,279511.56,276252.34,274988.9,270961.25,268755.84,268566.72,265649.53,264425.34,258642.23,256702.83,255966.36
RGI60-08.00970,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98000.0,98512.91,105635.836,94176.66,105668.65,116363.13,111598.79,95209.375,94180.125,123426.21,97679.2,94223.586,135791.08,94475.9,167081.16,93508.305,91796.76,101455.91
RGI60-08.00971,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,149550.1,149190.11,148036.47,147744.98,147396.81,147069.95,146233.48,145686.05,145640.48,145008.36,144512.39,144711.52,137465.86,137330.5,123301.7,106316.84,106194.305
RGI60-08.00972,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,95000.0,93457.03,93246.26,89471.93,89533.46,89552.95,89592.41,88049.125,87346.26,94978.09,86981.82,86399.98,119502.32,86145.43,90502.71,84293.55,83361.88,83802.59
RGI60-08.00975,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,566000.0,563826.06,561819.06,555016.0,552896.25,550587.3,548013.56,541809.9,538630.8,538205.6,534936.1,531638.8,531782.8,526575.25,525383.56,516656.22,512253.75,510158.47
RGI60-08.00976,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,147000.0,146256.6,145660.22,143860.19,143332.25,142724.2,142165.75,140841.77,139878.66,139718.8,138675.78,137822.28,138073.7,136803.6,136447.61,134197.52,132834.5,132221.22
RGI60-08.00981,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,973000.0,972151.56,971645.6,966336.94,965971.9,965484.8,964849.8,962309.06,960189.8,960764.4,959063.1,957045.7,958224.44,955439.56,957011.8,950789.2,947354.3,946412.0
RGI60-08.00983,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,102000.0,101560.12,101398.086,98469.03,98495.59,98469.78,98431.78,97241.56,96630.42,98657.664,96684.09,95970.23,102413.87,95413.805,100116.414,93889.39,92661.33,92522.03
RGI60-08.00984,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,68115.625,67488.54,62727.96,62407.477,61817.36,61427.453,58996.746,56902.82,57753.68,56175.53,55269.28,82988.34,54730.773,54994.65,52580.77,51402.195,51015.406
RGI60-08.00988,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,49000.0,48924.617,49154.98,48566.73,48658.113,48785.117,48836.574,48341.84,48189.83,54694.293,48261.965,48196.066,70636.18,48049.633,56335.156,47762.508,47348.99,47399.15
RGI60-08.00990,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,164721.97,164639.53,163551.75,163521.14,163378.89,163309.83,162536.22,162260.95,162781.38,162118.6,161889.81,170071.5,161881.94,161895.5,160465.72,159732.8,159597.94
