,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
RGI60-08.02786,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0,136000.0
RGI60-08.02787,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0,1156000.0
RGI60-08.02791,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0,184000.0
RGI60-08.02792,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0,86000.0
RGI60-08.02797,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0,561000.0
RGI60-08.02798,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0,1928000.0
RGI60-08.03276,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0
RGI60-08.03283,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,57120.84
RGI60-08.03309,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0,142000.0
RGI60-08.03316,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0,604000.0
RGI60-08.03317,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248781.52,248841.58
RGI60-08.03322,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,205318.45
RGI60-08.03332,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0,134000.0
RGI60-08.03348,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,427160.56
RGI60-08.03374,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,143000.0,142868.58
RGI60-08.03388,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0
