,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097
RGI60-08.01004,242140.1,241547.2,239581.44,239269.17,237951.83,235844.45,235456.0,235118.0,234292.0,234419.97,233100.61,231207.77,229477.78,229743.52,228511.06,227450.3,226200.69,225644.83,224245.58,232666.27,223650.66,221746.08,219478.83,218137.52,217328.4,213406.9,210618.8,203215.95,192724.5,179619.58,127994.1,110491.23,95400.26,80819.195,16915.055,0.0,0.0,0.0,35778.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01008,75449.08,73237.14,69446.89,67388.625,65743.86,63555.773,62846.45,62439.312,61190.895,59709.215,57348.234,55724.008,54711.117,54520.84,53339.66,52386.844,51439.52,51061.797,49960.082,49590.664,48264.85,46977.297,24731.074,9185.73,734.8425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01009,175279.86,174560.33,169550.17,170147.62,168725.81,166255.06,166702.77,167269.72,167268.5,168471.17,167278.33,165265.08,163741.7,175169.36,165011.39,163919.98,163051.05,163655.4,162635.53,175267.66,162282.64,159782.08,157244.78,157433.89,157167.3,154903.05,152259.69,150100.45,148375.1,146656.89,145527.44,142403.7,140900.92,137793.08,134227.5,131244.89,124386.766,120399.0,120547.41,116464.82,116421.89,112218.73,111807.49,98864.805,79831.21,46259.3,41119.914,40429.29,37178.766,40219.73,37006.664,36538.027,36712.484,36477.133,32655.904,32407.055,32067.451,29794.248,29650.068,29292.363,24276.17,18649.547,18492.0,18207.7,12784.326,12664.707,12561.832,12383.754,12217.586,12141.226,12019.005,11852.726,10569.932,4857.7544,4857.7544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01015,4571869.0,4566392.5,4553192.0,4549145.0,4539256.0,4525399.0,4520089.0,4516012.0,4507889.5,4505367.5,4496266.5,4483487.5,4471425.0,4469506.5,4460135.0,4450857.0,4440826.0,4434980.0,4424148.5,4424018.0,4413115.0,4398979.0,4383775.0,4373084.0,4355642.5,4317452.0,4240609.0,4225809.0,4166018.2,4154866.2,4089180.2,4073565.2,3928373.0,3421640.8,3406692.8,3113800.2,3102656.5,3091696.2,3131053.5,2996877.5,2991217.5,2888391.2,2882329.8,2870099.0,2574054.8,2458145.5,2341138.2,2331250.8,2212732.0,2207791.0,2087531.2,1811155.4,1807427.8,1684150.6,1304794.5,1168568.6,893002.25,609949.9,607172.56,362298.56,231521.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01192,2004000.0,2003727.6,1999182.6,1998820.8,2000301.1,1995434.9,1997794.6,1998116.9,1995091.6,1997629.2,1995286.8,1991039.6,1985562.8,1987706.8,1985414.9,1983381.6,1982027.8,1981356.4,1957483.9,2037841.8,1982334.5,1957894.2,1952068.9,1947484.4,1949136.0,1944796.6,1886601.1,1880123.6,1783891.9,1779699.2,1776323.4,1642983.9,1641556.2,1496434.2,1491324.0,1341381.0,1199299.4,1195525.2,1836259.8,1067471.1,928073.7,925160.0,788043.3,783994.94,658501.94,542228.4,540286.06,537770.25,433892.0,433311.62,430596.25,334846.22,334330.38,332916.94,331092.88,245857.0,243373.89,171456.0,116317.15,114376.22,111163.22,109619.695,108731.52,69676.14,67359.516,65480.74,60265.46,58730.426,46224.727,26851.99,26439.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01193,1193000.0,1187533.6,1172989.2,1167582.6,1166565.1,1151125.1,1151642.9,1149769.2,1137887.0,1138317.9,1129563.4,1123077.0,1114454.1,1114742.6,1109913.9,1105405.1,1101278.6,1098020.5,1087818.8,1121247.0,1090148.0,1082710.4,1074220.4,1068789.8,1069307.0,1062293.0,1050875.0,1041535.7,1032934.25,1025431.0,1019026.75,1009645.0,991396.3,963582.4,821918.6,443256.3,253860.34,0.0,598362.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01199,57000.0,60270.562,57138.38,57998.03,87297.6,56180.855,110299.984,102015.43,57776.473,112139.8,64527.5,55971.16,55310.09,98744.4,59120.125,55615.484,55477.887,55480.64,54845.777,213993.28,142569.19,54782.69,54036.117,53688.21,92184.77,53503.008,52302.008,51343.89,50523.805,49888.164,49388.766,35306.25,35073.72,34258.18,22669.95,10849.698,0.0,0.0,93513.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01205,1099000.0,1091525.8,1073247.2,1067837.5,1065909.2,1054268.2,1057086.1,1057099.1,1051210.4,1054324.4,1049797.2,1041693.75,1031600.3,1033772.75,1028672.1,1023812.0,1019504.4,1016620.7,1006428.94,1016703.56,1012362.75,1003494.9,993041.06,986564.9,987864.8,979705.56,964919.6,947225.9,929390.75,920830.1,902697.56,892098.6,888408.44,831219.94,821098.6,805749.4,763285.9,754466.2,755987.1,747879.75,588427.94,363039.66,308182.2,230511.62,139585.58,51587.4,35809.062,35120.16,34541.74,17767.44,17218.072,16689.988,16591.754,16293.358,10714.406,10454.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01206,100000.0,100861.086,99078.734,99304.31,100668.45,98557.94,104044.766,106827.8,99400.09,103796.266,99800.25,99277.66,97736.8,100471.734,97399.336,96702.99,95939.03,96282.08,95569.72,130496.75,97564.63,95416.2,93197.57,92527.73,92481.77,89496.195,83904.73,76884.81,67963.16,56413.29,43012.246,28438.2,28305.22,13745.608,9096.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01209,300000.0,303506.78,297052.88,298677.22,299599.66,294536.16,322049.4,334742.88,295300.94,325912.22,294387.4,292950.6,289539.88,309994.03,288133.28,286394.28,284470.7,284759.72,282942.12,386380.66,283707.88,280830.1,277247.47,275244.3,274547.16,272442.53,266915.94,253760.45,249894.66,246536.22,223879.44,131229.27,50471.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01210,99000.0,101446.875,97788.53,98813.14,113241.86,97287.64,127950.48,144753.69,103658.95,115381.74,98183.08,97665.54,96135.875,107285.445,95558.43,94797.34,93975.555,95073.68,93535.55,196184.25,114693.914,93570.375,91879.68,91031.1,91029.125,90044.01,87460.26,82441.02,66072.734,38676.246,5562.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01211,89000.0,96035.39,88521.42,93518.6,122586.836,89184.93,190407.11,259336.72,105121.24,116124.48,101245.04,96490.695,90151.14,101760.38,89523.586,89166.1,88802.56,95244.1,88893.31,418760.44,118266.42,91294.48,88623.305,88282.65,90576.57,88035.15,86345.98,84921.06,83730.13,82802.625,75522.25,74447.58,74341.5,62793.234,48516.215,35448.703,24010.672,23451.453,34257.824,23064.932,22865.373,13663.34,13600.142,10871.019,6323.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01212,181000.0,181846.1,178799.78,178729.95,179004.52,176580.44,181416.27,184765.06,176548.64,181114.72,176237.64,174977.75,172066.7,173532.6,170738.4,169204.9,167534.16,167709.1,162688.06,244999.72,163386.19,161165.16,150666.97,149170.88,138188.23,136789.69,121479.695,118471.766,103753.73,101774.16,99949.56,85767.44,61105.645,47330.227,45782.74,41581.492,25644.912,24308.215,23895.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01215,2288000.0,2289128.0,2280892.8,2279431.8,2278844.8,2271209.5,2272023.5,2272810.0,2268077.5,2268672.2,2264140.5,2259640.5,2250580.5,2250552.5,2243728.0,2238329.2,2232443.8,2231341.5,2225654.5,2253365.5,2224717.5,2202311.2,2154896.0,2149286.8,2146922.2,2081587.1,1999876.1,1910015.0,1819655.8,1728432.9,1637276.1,1253192.8,1104196.4,986176.56,660383.7,657189.4,392667.0,283771.78,283383.28,152795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01218,40000.0,40109.734,38187.582,49324.72,38814.266,36021.36,50516.09,69426.5,36570.15,101112.055,36860.94,34103.32,32141.861,90806.766,55832.047,32361.197,32473.402,32255.947,29356.781,298494.3,145172.34,69333.79,26374.121,24274.035,73619.08,21537.77,16384.416,13113.837,11168.317,9970.113,9826.824,9351.71,9219.052,8769.91,8362.25,3911.7388,0.0,0.0,208671.88,3967.4966,0.0,0.0,10245.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34754.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01226,697000.0,696160.0,691951.06,691580.75,690836.1,685842.5,685734.75,686278.5,684197.3,691250.3,682654.7,677902.06,674326.0,676316.6,674382.0,671786.0,671029.8,669798.7,665842.4,842394.25,752865.25,667261.6,660401.5,656791.2,661959.1,652226.4,644054.5,630753.9,606334.3,534798.9,495512.34,489339.6,450037.94,405757.44,400743.06,320024.75,317676.38,281835.47,721347.56,281674.12,254294.17,252318.97,252354.64,226187.86,201311.98,196349.08,174023.48,171751.06,169794.97,169658.77,147902.34,145087.73,206054.77,126735.91,116852.56,99827.766,74359.7,20801.562,12326.065,3108.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01227,224000.0,225648.97,222663.23,224144.08,223534.86,220961.38,221778.56,224260.05,220997.61,239781.14,220690.61,219187.5,218141.31,232701.95,218048.11,217305.81,217104.38,216817.2,215650.19,420573.9,256946.64,215965.36,214014.28,213005.0,222523.1,211735.75,209353.64,207514.31,205747.19,186010.52,185213.4,88538.16,88161.445,43580.72,22395.809,0.0,0.0,0.0,285963.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70636.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01230,3663000.0,3647336.8,3636981.8,3638870.0,3641197.8,3632194.5,3636751.2,3640318.8,3635795.2,3640884.8,3636150.0,3629208.5,3618873.0,3622616.8,3616321.8,3609906.8,3604606.5,3607299.5,3599750.2,3639746.0,3603704.5,3596898.8,3586794.2,3582484.5,3583089.2,3574841.5,3559446.8,3544903.5,3534853.2,3524101.0,3514849.5,3466910.2,3389917.2,3379066.0,3288217.0,3166033.0,3004964.8,2996772.5,2995847.2,2815375.0,2812741.8,2805074.8,2803607.5,2601686.0,2592122.5,2374277.0,2369603.5,2146328.5,2137699.8,2134340.0,1912373.6,1905221.9,1902877.9,1684632.8,1678685.5,1673124.9,1468932.4,1281254.4,1118404.9,969506.0,547349.5,543835.8,540602.7,536629.44,504598.97,375211.7,330959.44,270696.75,195859.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01235,198000.0,199491.47,196028.94,196346.47,201106.42,194616.4,273604.25,237135.17,193608.5,266948.53,192757.64,191176.08,189270.39,242686.78,188603.95,187708.75,186941.08,186449.69,184795.31,365788.9,297782.22,183815.3,181681.23,180248.64,209893.66,178650.19,150881.69,144672.44,125798.46,101977.31,88155.875,66438.02,66054.99,29365.053,0.0,0.0,0.0,0.0,211600.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01237,729000.0,726625.25,718067.3,717623.3,721669.75,710632.3,729154.44,722933.1,711247.25,725965.56,711889.56,707863.44,702139.6,712265.6,701706.7,698502.44,697842.3,698070.2,695396.2,747006.6,727736.44,696420.0,692236.2,690051.9,701896.6,688322.4,682087.75,677050.1,672550.06,668841.3,665880.7,660702.0,659252.56,653338.1,647366.3,488321.16,349837.7,271090.6,647791.1,270733.16,220003.89,172665.8,172757.3,132464.1,50556.566,9730.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01238,1053000.0,1047363.6,1038726.0,1038948.7,1040209.6,1035508.94,1057207.9,1038167.9,1035469.5,1059839.9,1036762.7,1032471.75,1027469.56,1034094.5,1028489.06,1026650.2,1025299.8,1025017.7,1020697.75,1109649.2,1058851.9,1020441.75,1014731.75,1011761.44,1013143.75,1009090.1,1000372.3,993160.6,986846.56,981675.94,977571.06,913188.0,866954.94,763826.9,757374.3,663436.5,564236.3,495755.94,862281.75,494642.03,434372.12,376892.0,376983.0,266965.7,145438.44,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,62587.367,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227,48858.227
RGI60-08.01242,93000.0,93720.6,92941.47,92745.195,203983.53,92664.09,207697.12,222732.22,93791.445,172535.9,92707.055,92227.47,91545.03,165110.48,91803.68,91550.2,91420.125,91392.75,90856.625,307416.62,285963.44,91177.67,90365.86,89963.77,217516.23,89642.22,88483.195,78092.984,77409.39,63501.39,30643.924,5386.635,5380.134,0.0,0.0,0.0,0.0,0.0,210854.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01244,1653000.0,1653480.0,1645468.0,1645251.4,1645214.9,1637225.9,1643791.0,1647251.5,1635317.9,1637029.6,1632180.6,1625776.4,1617217.4,1617962.4,1612231.4,1606837.2,1602353.9,1602565.5,1596620.1,1680321.2,1595973.2,1589831.5,1581188.8,1576030.6,1574987.1,1567610.8,1554812.6,1542803.9,1519954.4,1510968.2,1503217.1,1472175.5,1467111.2,1340982.4,1277500.9,1268126.6,1196833.0,1189023.1,1186728.1,1180237.1,1108091.2,944955.94,942530.56,935444.75,841143.7,832854.0,747670.56,596781.94,525457.3,522361.8,457956.97,452868.7,450413.84,446274.12,441508.16,436944.84,431110.16,422575.06,416748.3,410378.06,347124.06,341877.34,329060.9,323332.75,302943.47,280507.62,254395.9,246342.94,239767.53,234123.42,197915.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01245,6032000.0,6027703.0,6000375.5,5998353.5,5997582.5,5973220.5,5976900.5,5979704.5,5963926.5,5966591.5,5950866.5,5931310.0,5904376.5,5903782.0,5884652.0,5866392.5,5850583.0,5848809.5,5828622.5,5843143.5,5823247.0,5802993.0,5774473.5,5724811.5,5720831.0,5670637.5,5624473.0,5589031.5,5528723.5,5501278.5,5477317.0,5449143.0,5388999.0,5358370.0,5330120.0,5295785.5,5210132.0,5113587.0,5104537.0,5080456.0,4991806.0,4883134.0,4872388.0,4758373.5,4639261.5,4517378.5,4498279.5,4388280.5,4273067.0,4257924.0,4148589.0,4122627.5,4022145.8,3908861.2,3788381.2,3663140.0,3526808.5,3373975.8,3229695.8,2282087.2,1926848.6,1889876.1,1875700.8,1639451.5,1281875.0,1009628.9,953603.8,806900.3,693425.2,687339.75,550745.5,541942.8,533717.3,526178.56,481791.3,473172.3,174735.95,101124.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01247,9637000.0,9635096.0,9613126.0,9612620.0,9612991.0,9593694.0,9598126.0,9601786.0,9589611.0,9594077.0,9582196.0,9566444.0,9544684.0,9546086.0,9531225.0,9516859.0,9504605.0,9504701.0,9488525.0,9512361.0,9486352.0,9469670.0,9446217.0,9431993.0,9428808.0,9408502.0,9359019.0,9303445.0,9280566.0,9214212.0,9193921.0,9169925.0,9155999.0,9071174.0,9046839.0,8942347.0,8916887.0,8808804.0,8504731.0,8089731.0,8081377.5,7777374.0,7771678.5,7752633.5,7389128.5,7366906.5,6968906.0,6953792.5,6513529.5,6504325.0,6487946.0,5684181.0,5677389.0,5338421.0,4534091.5,4259772.0,4245580.0,3474865.0,3463240.0,2760824.8,2226080.0,2217884.0,1638610.0,874797.94,868276.75,605275.75,601524.25,514335.22,511491.12,509282.88,506338.34,167387.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.01248,1855000.0,1849079.1,1836074.8,1831448.8,1824580.4,1810074.1,1805008.9,1802479.4,1793085.5,1793140.5,1782748.4,1768944.0,1757655.5,1756928.6,1748535.6,1738691.4,1732386.0,1725796.0,1712766.8,1730131.9,1712906.2,1700111.4,1681462.2,1668818.4,1666810.4,1641132.5,1619720.9,1507076.6,1415354.1,1103055.8,922232.4,770840.6,766020.25,640951.4,509912.16,410955.53,332706.47,328056.28,865505.25,302560.97,260206.03,234940.34,204990.19,109111.39,81394.41,78558.984,61870.71,38008.74,37058.594,36966.277,25767.555,0.0,22144.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.02142,56132.89,56000.34,52936.11,54542.355,52312.4,49636.934,49725.8,49798.707,49734.945,62608.055,49857.184,49051.023,48314.24,64866.42,49061.508,48318.758,47918.61,48025.33,47507.133,77552.07,47802.57,46649.508,44113.42,44070.82,44038.16,43627.56,42932.59,42382.305,41872.9,41585.645,41302.324,40615.152,40362.914,17317.648,10055.501,3246.7053,0.0,0.0,41960.438,0.0,1933.9873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9819.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.02144,6679023.5,6659553.5,6626489.0,6608052.5,6581848.5,6540529.5,6522633.5,6512300.5,6488607.0,6480986.5,6460058.5,6432001.0,6397679.0,6388286.5,6370901.0,6351869.0,6332985.0,6315598.0,6286325.0,6282353.5,6263142.5,6238393.5,6207022.5,6120416.5,6109941.5,5961481.5,5927649.5,5798737.5,5767639.5,5747400.5,5486198.0,5201208.5,4938465.0,4769166.0,4739941.5,4473892.5,4304159.5,4281808.5,4659863.0,4253669.0,4104490.2,4082307.0,3945985.0,3710156.8,3574316.8,3356112.8,3238094.2,3217510.2,3115244.8,3103552.2,3083635.2,2820993.8,2811916.8,2726146.0,2638642.0,2620466.0,2601904.5,2511447.5,2493518.5,2276623.8,2183449.2,1937595.6,1754122.6,1571301.6,1406152.6,720627.7,326179.66,100681.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.02146,147265.94,146181.61,144502.34,143705.45,142088.05,139764.11,138642.78,138052.72,136495.52,136260.2,134718.36,132766.08,130864.125,130413.48,129149.97,124236.49,115466.29,103118.63,89003.43,89035.87,73553.805,72107.51,57886.07,56658.63,56189.387,45000.42,41060.773,18922.363,9155.622,8950.719,3877.2664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9585.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.02147,184694.69,183049.12,177316.1,176464.69,173893.8,169117.3,168567.56,168159.17,166958.12,166971.66,164934.03,161095.48,159552.62,159676.48,158719.6,157821.17,156724.89,156261.72,155049.33,165773.75,154680.94,153052.56,151086.12,149950.81,149307.6,147597.12,137318.39,111085.266,81981.35,75479.48,64213.04,42670.03,42420.645,15648.447,0.0,0.0,0.0,0.0,41742.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
