,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097
RGI60-08.00798,87000.0,86741.14,85850.81,85739.31,85457.22,84418.75,84301.72,84335.02,83842.34,96665.48,83552.13,82466.555,81651.8,93380.12,81443.016,80815.59,80530.57,80199.26,79298.83,230709.36,110302.11,79167.2,77765.445,72665.41,72770.42,71681.125,22176.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124305.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13407.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00799,559000.0,560824.06,558301.2,557940.0,557144.1,555249.2,555003.2,559285.06,554106.3,583542.1,554123.75,552126.75,550829.25,584105.9,551549.44,550424.3,549856.5,549695.94,548750.3,679369.9,548732.6,547181.6,544375.8,543852.3,543372.56,541368.94,539225.6,536569.4,534651.75,532654.5,530900.0,528239.56,526652.5,524326.25,521264.12,517701.97,508423.03,506763.2,506534.78,489700.8,488511.62,486252.28,485364.25,423796.56,353096.06,312954.44,311649.25,271235.9,269845.16,269285.47,261533.66,260027.17,221730.44,191854.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00800,958000.0,960615.25,954877.94,954158.1,952501.25,949335.3,948381.6,947273.9,945486.94,945831.25,943657.25,939846.7,937061.06,937794.56,936202.6,934400.3,932670.94,931054.1,928562.06,1010888.6,928145.8,925061.5,921205.56,918281.2,917478.6,913665.94,909012.06,873957.25,870184.44,866951.44,825251.56,821244.25,694145.3,301230.03,241001.12,133634.98,80899.44,44053.68,889982.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00801,23000.0,21754.633,18392.627,16408.324,14476.43,11637.196,10819.083,10266.705,7876.137,7953.617,5834.314,3925.7415,3866.1345,5497.323,3841.7996,3802.8232,3764.6,3726.71,0.0,19348.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11491.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00803,99000.0,99189.98,98880.445,98762.23,98574.55,98143.305,98148.47,98408.625,98006.336,101959.54,97914.445,97302.67,96877.09,102720.08,97019.32,96831.914,96663.95,96453.63,96151.625,138367.97,98455.57,96059.67,95429.27,95011.57,95038.35,94410.27,93641.23,89196.88,88653.37,88196.09,87882.25,82749.3,76348.26,67538.17,0.0,0.0,0.0,0.0,121103.63,9456.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9452.6045,0.0,0.0,75730.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00804,123000.0,119524.21,112716.195,112787.17,111610.64,110160.25,109862.516,109752.79,109206.29,112679.17,108924.25,107085.07,105539.83,118879.5,105685.57,104442.22,104021.5,103888.26,103336.664,117553.19,103088.38,101894.17,100533.57,100060.11,99859.13,98501.91,96726.17,95296.74,94027.05,92687.24,91671.67,90004.625,89045.86,76990.24,65725.53,51700.973,32014.883,24304.451,75894.99,17263.19,17264.312,10641.57,10643.5205,4740.1914,4573.8115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00805,142000.0,140787.38,136350.47,135116.27,132427.25,130074.61,129981.44,129700.984,128345.695,128184.99,125126.35,122243.94,121584.66,121795.87,120927.18,120059.914,119454.95,119114.65,118492.336,120207.836,118634.73,117578.52,114788.32,113958.99,113421.44,112406.26,111466.02,110283.63,109143.49,107967.125,107099.85,105679.15,105227.19,104047.79,102537.86,100776.11,99634.016,98865.63,99112.64,98146.484,97296.32,96177.17,95615.57,89505.06,76516.69,35913.57,30442.275,30091.889,21598.814,21483.975,10461.729,4692.7456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00806,315000.0,311564.34,303609.2,298250.1,292887.9,283510.97,280232.97,276571.88,270894.94,270953.47,268570.03,263884.44,259787.88,260773.67,259102.78,257428.84,255784.95,254455.48,252301.8,252968.6,250957.03,248183.02,245190.14,242807.72,241792.9,238821.44,235202.81,231928.81,212121.5,209609.75,173906.66,110245.5,14488.029,0.0,0.0,0.0,0.0,0.0,147705.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00807,153000.0,160209.9,152703.81,153234.78,153058.84,152825.94,173250.53,172301.38,161090.45,178087.78,159233.83,152875.58,152731.38,174501.5,153099.58,152836.1,152805.33,153639.8,153304.8,198183.55,163204.14,153627.33,152689.06,152692.2,152636.61,151963.0,151559.94,150892.5,150327.56,149674.69,149215.84,148393.97,148224.42,147635.11,146628.05,145540.19,144873.83,144706.66,173717.06,144807.92,144421.97,143768.19,143737.5,142990.17,142110.8,141069.27,140416.25,139562.3,139107.31,138965.66,138040.97,137215.45,136862.48,136109.6,135219.42,134675.58,133549.1,131077.66,130314.1,125304.43,109606.74,109176.984,99991.36,89860.164,79738.375,70198.69,69660.695,59909.85,50627.113,41917.055,41531.098,24828.979,16720.287,16531.957,16219.677,7887.8315,4749.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00808,628000.0,627197.1,620594.0,617321.3,614908.06,610101.2,609144.2,608949.06,604561.56,605803.3,603577.8,599448.9,596263.25,598598.0,594944.5,591140.25,588615.1,588047.8,586298.94,628776.8,585649.5,582795.7,577913.25,576206.7,574674.25,569798.44,565182.7,561591.94,558870.8,555970.5,553383.9,549410.94,546594.25,495713.78,454136.88,395389.88,393703.38,392572.3,392347.38,350642.84,349859.56,348298.22,347685.7,345932.2,304404.12,263272.6,262220.34,260729.95,259453.56,258902.48,219483.7,218185.2,217565.92,216405.17,214991.66,213923.75,187310.53,185483.05,184404.25,122045.86,93187.02,92556.305,63036.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00809,228000.0,227233.25,220350.31,220533.7,217215.38,212829.22,211053.3,210773.1,209703.12,233694.84,209596.86,206147.52,203646.22,234660.67,205290.2,202356.08,201036.19,200396.48,197954.06,229799.47,196047.66,193012.6,189675.5,188699.55,188197.61,183726.17,180308.94,177384.1,174101.86,171101.08,169816.61,167593.94,166182.62,163667.22,160749.72,157924.14,155718.4,145426.36,163615.16,144231.73,144049.94,132745.62,132537.11,129922.68,127798.65,115609.94,82057.6,80595.41,67473.61,66998.195,65873.375,64624.47,64309.496,63215.26,61643.586,56441.996,44485.996,37099.727,36125.527,34690.8,32394.197,25213.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00810,212000.0,211403.94,208493.53,207358.95,205054.83,202517.0,201983.34,200741.72,199485.94,199396.16,198018.92,194878.25,192870.81,192538.34,189914.8,188432.83,187291.97,186679.62,185483.02,187295.6,184210.77,182127.33,177739.42,176722.94,175773.05,173839.86,172112.39,169686.89,167126.39,164109.52,162887.08,161123.56,160041.19,158445.23,156044.19,152979.48,149788.67,149042.9,148956.78,147967.94,147139.2,145895.67,145321.92,144032.62,142609.36,129830.34,74843.97,62540.992,42684.242,42368.266,41711.8,33777.1,33420.223,16544.32,12433.911,12290.395,12077.247,10350.731,10168.302,4984.8755,1246.3273,1164.4216,1062.8998,919.31256,754.52985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00811,561000.0,560626.4,557578.2,555658.2,553485.44,550713.9,549595.9,548775.1,546516.44,546719.75,544813.8,541493.0,539066.94,539437.7,537887.8,536018.75,534201.5,532747.6,530334.3,531417.8,528973.0,525751.6,522284.1,519557.78,518449.88,515004.78,508580.44,385620.4,309510.34,185008.03,184007.64,19024.498,0.0,0.0,0.0,0.0,0.0,0.0,287188.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00812,456000.0,457277.56,454607.3,453899.53,452041.03,450441.38,450538.3,450359.62,449309.6,449584.62,448319.75,445315.12,443769.38,444004.6,442673.47,440888.6,439744.56,439400.6,438257.6,438846.03,437238.6,435201.94,431795.28,430632.62,429427.03,426798.38,424659.75,421762.34,419312.47,416485.6,414357.78,411315.0,402449.28,353409.12,324198.1,266732.84,264638.44,240305.86,240377.89,239117.97,238028.16,213998.45,213447.88,190632.78,169609.0,150298.92,132679.53,115750.01,114763.266,99411.1,83423.28,67694.38,40889.395,29002.975,11730.475,11541.265,7667.173,2334.827,2215.263,2051.4023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00815,196000.0,199701.3,194736.7,196498.83,195174.19,194094.12,195852.62,208137.1,192973.86,232860.47,193085.52,191616.52,190725.27,236670.45,191902.27,191122.78,190758.69,190642.94,189988.39,303870.47,193487.81,188856.25,186775.2,186352.05,186097.16,184642.06,183071.28,181134.95,179719.67,178270.38,177009.56,175012.77,174019.2,172275.08,170101.7,167476.55,165750.95,160988.73,161017.67,159769.77,158825.56,157155.03,156528.75,149033.1,147185.61,136952.36,135622.5,123748.79,80156.3,59571.02,33095.277,8489.11,8397.544,5158.116,3048.6985,229.287,81.15762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00816,1374000.0,1365587.5,1354564.4,1346974.5,1340029.8,1330214.2,1322911.4,1319675.9,1313068.1,1313947.0,1310321.5,1303205.2,1297665.1,1298818.0,1294671.4,1290605.6,1287719.4,1285629.0,1281693.6,1283437.4,1279912.0,1274506.9,1268783.8,1264693.4,1263160.2,1257486.8,1250601.4,1244421.0,1238387.2,1233340.1,1229474.6,1196735.0,1192935.9,1134916.2,1089788.9,1017916.8,578319.3,322663.72,886506.75,5319.167,5287.155,5151.2573,5150.3584,4944.5356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00817,314000.0,311225.3,304425.78,302226.25,297981.06,293691.88,291306.47,289935.3,287617.75,306101.3,285778.47,280469.2,278667.97,316248.12,278192.8,276915.84,275624.22,274652.78,272889.28,323898.84,272199.9,269839.47,267196.62,265190.8,264451.6,261692.14,258231.69,253485.25,222425.45,200773.44,179994.97,177605.5,160312.6,158109.6,126885.555,110819.44,109507.92,94002.03,266623.2,79209.84,65311.688,50464.94,50143.92,49264.645,48448.562,47309.06,46641.465,45795.246,45184.02,44843.043,44019.01,43219.03,42922.188,30776.703,30001.674,29358.37,28611.043,27458.033,26728.193,25803.266,24606.96,23617.97,22845.113,21834.271,8258.447,7757.5835,3381.1667,3100.9895,2782.0725,2582.5894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00818,3547000.0,3546905.8,3538818.8,3536796.2,3531909.0,3524782.5,3522821.0,3521811.0,3518415.5,3519808.5,3514917.2,3507057.0,3501017.0,3503619.0,3499544.8,3494949.5,3491421.5,3488672.8,3483844.5,3486531.2,3480870.2,3474009.0,3465761.2,3460972.2,3458773.0,3450494.5,3439903.5,3403659.2,3345508.0,3337845.5,3273613.2,3264904.0,3260082.8,3249773.2,3180691.8,3169639.8,3161371.2,3153700.8,3154120.0,2921918.2,2863446.0,2631227.2,2628824.0,2350580.0,2085028.8,2022519.8,1601242.9,1407645.8,1349853.1,1346938.0,1283447.4,1214721.6,1314360.0,870936.1,867616.6,752720.1,632711.44,628980.9,511904.34,509602.78,399508.72,298292.47,98806.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00819,6582000.0,6580125.5,6566863.0,6562698.5,6556758.0,6544276.5,6542453.0,6542783.5,6536073.5,6538361.0,6530807.0,6516881.5,6506894.0,6509009.0,6501679.5,6493135.5,6487267.5,6483156.5,6474630.0,6480561.5,6472128.0,6460297.5,6440559.5,6431957.5,6426475.0,6411664.0,6395304.5,6376520.0,6361164.0,6345565.5,6332159.0,6281331.0,6270097.0,6252792.5,6232383.0,6164762.5,6024669.0,6012210.5,6008950.0,5924372.0,5914648.5,5818918.5,5811686.0,5710217.5,5694476.0,5644878.0,5242213.5,4879417.5,4628699.5,4391000.5,3997670.5,3388484.8,3383096.0,3373557.0,2605931.0,2506754.8,1517975.1,1403511.9,1174180.8,1170399.0,743938.4,741618.06,556928.25,554597.56,551681.1,357926.94,182483.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00820,106000.0,104890.35,99443.836,99089.21,98241.27,93625.47,92585.805,93051.23,91559.14,112853.56,90418.625,86795.41,83789.63,102405.984,83720.32,82395.19,81867.47,81144.15,78365.695,356664.72,162788.6,77511.25,75214.055,73837.875,82924.98,71567.52,68331.95,67056.72,65877.18,64846.754,64241.215,56574.96,49455.133,6558.4155,0.0,0.0,0.0,0.0,238772.1,6117.9673,0.0,0.0,12789.215,0.0,0.0,0.0,0.0,0.0,0.0,1703.9176,0.0,0.0,33564.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00821,3350000.0,3343389.8,3328129.0,3325111.0,3312527.2,3302956.5,3300052.5,3298503.8,3293395.8,3295001.8,3287104.5,3272709.2,3265787.2,3269494.5,3264979.8,3259574.0,3255540.5,3252453.8,3246749.8,3250404.2,3243317.5,3234426.5,3223425.0,3216728.2,3213113.8,3199556.2,3187945.5,3178388.2,3169484.5,3160172.8,3153011.0,3141747.8,3135385.8,3121803.5,3107666.0,3091681.5,3078935.2,3065254.5,3062523.2,3053919.2,3050876.8,3041106.8,3038257.0,2997279.0,2953613.8,2940217.5,2894824.8,2885543.0,2835889.5,2713828.8,2472117.8,2351464.8,2284592.5,2180100.0,2125133.2,1974289.1,1968362.0,1958350.6,1811763.2,1693041.1,1366615.9,1085194.2,1080743.2,1074965.2,925213.8,920445.6,790390.2,784928.25,709193.44,706298.1,594306.44,589351.44,583905.1,488763.53,349553.6,293796.28,231004.42,185659.36,134786.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00825,51842.086,52932.28,46989.992,45860.105,44988.58,43090.97,43334.25,51840.13,42999.926,84464.805,43232.47,42296.547,41764.42,86674.3,43817.848,41498.43,41311.758,41323.66,40967.418,126690.12,40984.023,40277.145,38985.35,38816.566,38574.598,37417.98,36117.105,35294.78,34720.17,34133.32,33628.523,32883.54,32362.82,31733.008,30801.846,29771.43,29020.568,28549.09,28450.41,27949.764,27583.307,26794.963,26505.34,23219.037,17861.24,12143.955,10315.94,10199.905,9392.47,7102.1304,5287.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00826,105000.0,104886.586,103228.734,109227.266,102699.82,101334.43,101576.85,102611.27,101458.44,160558.6,102294.74,100178.516,99099.81,192597.48,109945.05,99482.75,99203.75,99073.71,98469.46,200307.6,99921.43,97609.234,95753.5,95374.44,95614.375,93485.55,90697.06,88235.61,85746.86,82320.71,80829.02,77125.86,75812.734,72785.234,69533.22,66128.13,65441.816,64863.8,115043.484,64577.9,64506.555,63812.88,63767.05,62824.305,62014.48,60803.363,60149.145,59257.742,58451.984,58176.723,57186.31,56071.496,55801.723,54062.83,53083.254,52626.066,52089.215,51168.74,50743.63,50100.457,49032.953,48309.727,47734.52,46930.844,45984.082,45301.44,44727.13,34966.973,34142.766,33788.383,33244.34,24701.027,24001.506,16713.865,10246.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00828,2727000.0,2724436.8,2718402.8,2716147.8,2711770.8,2706124.0,2703903.0,2702314.0,2697763.8,2698225.0,2694257.0,2687332.0,2682237.8,2683024.2,2679771.0,2675960.2,2672164.0,2669066.2,2664018.0,2665356.8,2661374.8,2654780.0,2647484.2,2641737.0,2639465.0,2627182.5,2618728.5,2597164.2,2590147.0,2573089.0,2505034.2,2497612.8,2473064.5,2378754.8,2370978.0,2081526.0,1643792.1,1389149.6,1863479.9,1386721.5,1385194.1,1266392.0,1062914.8,1060366.5,753161.9,561485.9,560341.44,558908.56,452126.06,451629.84,277837.78,277141.1,276852.34,126796.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00829,278000.0,280188.34,276698.2,277438.44,275309.28,273449.4,272527.78,272191.4,271185.34,296418.44,270881.25,268642.7,267202.6,301273.47,267002.8,265978.44,265099.72,264582.62,263278.1,301981.03,262976.0,260964.44,258869.73,257602.98,257229.34,255070.58,252488.77,250128.16,247843.44,246088.34,244708.31,242112.84,231155.8,228439.55,225340.9,210779.86,207765.94,194563.62,248621.48,180825.33,180114.1,154275.14,137800.08,77720.78,13575.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00830,2271000.0,2270102.2,2263884.5,2260859.8,2255272.2,2248585.8,2245409.0,2243036.5,2237444.0,2237327.2,2232931.8,2225242.5,2219516.0,2219813.5,2216070.8,2211610.8,2207226.0,2203829.5,2198165.0,2198744.5,2194030.8,2186587.5,2178860.2,2172772.2,2169957.5,2162147.2,2117681.5,2109632.8,2101748.8,1875805.1,1716234.2,1709605.6,1626285.5,1491875.1,1025365.94,681304.94,501432.1,386021.06,1125811.4,293576.72,207240.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00831,405000.0,405219.72,404023.06,404006.7,403465.1,402876.06,403381.06,403548.78,403397.97,404121.44,403619.12,402150.34,401651.38,402226.8,401680.16,400994.2,400672.2,400700.1,400408.16,417493.94,400821.78,400086.6,398350.88,398014.78,397660.53,396351.06,395419.66,394066.03,392885.78,391552.75,390574.28,388978.25,388431.94,387195.97,385286.2,383193.66,381798.47,381182.5,384704.9,380731.75,378308.12,374248.4,373925.6,372504.3,370867.47,317567.3,316625.28,315410.6,281279.44,281004.94,279813.0,244742.25,244273.31,213460.0,212467.92,211841.64,210640.22,184319.7,183500.31,159707.33,158296.47,137194.22,136420.94,115274.55,94761.23,94059.65,93379.93,56336.676,55647.984,39288.754,38861.26,22951.688,12609.208,12382.697,5479.2573,3841.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00832,96000.0,94776.64,89383.15,89015.45,89827.984,85428.35,95241.54,98458.33,85084.25,85018.61,82485.38,80411.45,77856.88,77606.62,74895.79,73821.94,72858.07,72809.875,71143.11,120494.195,71276.484,69848.16,69023.42,68549.57,68687.32,67961.61,66623.87,65462.594,63032.562,48683.945,40684.965,24867.8,24708.45,5179.1333,0.0,0.0,0.0,0.0,8171.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00833,93000.0,122257.375,92185.734,95757.74,91890.83,91364.35,148505.86,152036.69,132366.16,170926.8,133569.5,91581.95,91128.875,149827.47,97248.54,90964.7,90788.62,101494.65,90965.48,196118.92,130117.95,91134.46,88882.36,88779.305,88514.64,85909.47,85136.77,83847.46,82672.28,81087.52,79161.68,77978.93,77598.23,76669.12,74898.805,71883.805,71093.48,70854.05,140541.78,70836.3,70358.21,69464.164,69391.52,68294.99,66863.71,64455.92,63909.492,63163.49,62722.293,62535.4,61658.234,60776.1,60344.535,59323.754,57477.996,57201.83,56673.785,56007.33,55625.77,55061.67,54359.117,54065.99,53639.734,52934.758,52116.96,51610.51,51107.086,47991.3,43788.22,35646.17,14789.649,14623.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00834,100000.0,99734.555,97061.59,96407.48,95310.72,92573.0,92493.61,98506.5,91336.414,126535.945,90295.52,85341.61,83203.58,136898.97,82536.72,80087.164,78665.74,78073.02,76648.84,250320.89,76882.04,74156.89,70686.766,69338.45,68261.53,66295.1,64509.547,61281.285,60499.26,59691.805,59005.44,57936.758,57399.113,56453.215,55337.754,53969.152,53066.242,52331.996,52282.41,51549.3,50981.02,44053.67,38258.402,18657.77,10944.769,8654.462,6466.4204,832.9236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
